"","cycle_tag","tag","p_tag","sex","partner_type","age","p_age","pers","p_pers","pair_id","cycle","cycle_pair","new_part","NumDays","day_date","breed_act","breed_stage","start_date_time","start_numeric_date_time","end_date_time","end_numeric_date_time","timeduration","no_hours","no_days","part_prev_bout","age_sq","p_age_sq","age_sc","p_age_sc","age_sq_sc","p_age_sq_sc","pers_sc","num_days_sc","p_pers_sc","pers_type","p_pers_type","ppb_ave_no_hours","ppb_ave_diff","ppb_ave_diff_sc","no_hours_sqrt"
"1","2008_BS11677","BS27709","BS11677","Female","Logger",19,21,2.729198,0.425052,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",45,30,"jan","incu","30/01/2008 09:32",39477.39722,"07/02/2008 11:02",39485.45972,696600,193.5,8.0625,266.8333333,361,441,-0.571968297002704,-0.314922322756066,-0.640146019502045,-0.432391887955414,0.912010184292462,0.651691248191639,-1.20180130416348,"bold","shy",157.50000212,109.33333118,1.45574242989124,13.9104277432436
"2","2008_BS11677","BS27709","BS11677","Female","Logger",19,21,2.729198,0.425052,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",59,13,"feb","incu","13/02/2008 05:22",39491.22361,"20/02/2008 13:32",39498.56389,634200,176.1666667,7.340277778,138.3333333,361,441,-0.571968297002704,-0.314922322756066,-0.640146019502045,-0.432391887955414,0.912010184292462,1.21116203673352,-1.20180130416348,"bold","shy",157.50000212,-19.16666882,-0.255198782839715,13.2727791626321
"3","2008_BS11677","BS27709","BS11677","Female","Logger",19,21,2.729198,0.425052,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",25,10,"jan","incu","10/01/2008 13:32",39457.56389,"19/01/2008 06:42",39466.27917,753000,209.1666667,8.715277778,170.1666667,361,441,-0.571968297002704,-0.314922322756066,-0.640146019502045,-0.432391887955414,0.912010184292462,-0.147552735439616,-1.20180130416348,"bold","shy",157.50000212,12.66666458,0.168653061928104,14.4625954344302
"4","2008_BS11677","BS27709","BS11677","Female","Logger",19,21,2.729198,0.425052,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",8,24,"dec","incu","24/12/2007 02:42",39440.1125,"03/01/2008 11:22",39450.47361,895200,248.6666667,10.36111111,97.333344,361,441,-0.571968297002704,-0.314922322756066,-0.640146019502045,-0.432391887955414,0.912010184292462,-0.826910121526183,-1.20180130416348,"bold","shy",157.50000212,-60.16665812,-0.801102062333084,15.7691682310767
"5","2008_BS11677","BS27709","BS11677","Female","Logger",19,21,2.729198,0.425052,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",71,25,"feb","incu","25/02/2008 08:22",39503.34861,"06/03/2008 11:52",39513.49444,876600,243.5,10.14583333,114.8333333,361,441,-0.571968297002704,-0.314922322756066,-0.640146019502045,-0.432391887955414,0.912010184292462,1.69070842691227,-1.20180130416348,"bold","shy",157.50000212,-42.66666882,-0.568094646646542,15.6044865343272
"6","2008_BS27709","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",34,19,"jan","incu","19/01/2008 06:42",39466.27917,"30/01/2008 09:32",39477.39722,960600,266.8333333,11.11805556,209.16672,441,361,-0.303293035538019,-0.584707508642646,-0.422334480256122,-0.650978624362574,-1.19224993015687,0.212107057194448,0.892221615653464,"shy","bold",214.2,-5.03327999999999,-0.0670167018460266,16.3350339240542
"7","2008_BS27709","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",66,20,"feb","incu","20/02/2008 13:32",39498.56389,"25/02/2008 08:22",39503.34861,413400,114.8333333,4.784722222,176.16672,441,361,-0.303293035538019,-0.584707508642646,-0.422334480256122,-0.650978624362574,-1.19224993015687,1.49089743100446,0.892221615653464,"shy","bold",214.2,-38.03328,-0.506402382936465,10.7160316022304
"8","2008_BS27709","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",81,6,"mar","incu","06/03/2008 11:52",39513.49444,"13/03/2008 02:22",39520.09861,570600,158.5,6.604166667,243.49992,441,361,-0.303293035538019,-0.584707508642646,-0.422334480256122,-0.650978624362574,-1.19224993015687,2.0903304187279,0.892221615653464,"shy","bold",214.2,29.29992,0.390120160760466,12.5896783120142
"9","2008_BS27709","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",18,3,"jan","incu","03/01/2008 11:22",39450.47361,"10/01/2008 13:32",39457.56389,612600,170.1666667,7.090277778,248.66664,441,361,-0.303293035538019,-0.584707508642646,-0.422334480256122,-0.650978624362574,-1.19224993015687,-0.427288129710556,0.892221615653464,"shy","bold",214.2,34.46664,0.458913578524211,13.044794620844
"10","2008_BS27709","BS11677","BS27709","Male","Partner",21,19,0.425052,2.729198,"BS27709_BS11677",2008,"2008_BS27709_BS11677","0",53,7,"feb","incu","07/02/2008 11:02",39485.45972,"13/02/2008 05:22",39491.22361,498000,138.3333333,5.763888889,193.5,441,361,-0.303293035538019,-0.584707508642646,-0.422334480256122,-0.650978624362574,-1.19224993015687,0.971388841644141,0.892221615653464,"shy","bold",214.2,-20.7,-0.275614654502184,11.7615191748345
"11","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",18,3,"jan","incu","03/01/2009 10:21",39816.43156,"06/01/2009 12:41",39819.52879,267599.9808,74.333328,3.097222,9.49992,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,-0.427288129710556,-1.22941593571564,"bold","shy",123.95829,-114.45837,-1.52398087451368,8.62167779495383
"12","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",51,5,"feb","incu","05/02/2009 06:11",39849.25795,"08/02/2009 11:21",39852.47323,277800,77.16666667,3.215277778,235.3332,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,0.891464443281015,-1.22941593571564,"bold","shy",123.95829,111.37491,1.48292547535565,8.78445596892602
"13","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",14,30,"dec","incu","30/12/2008 09:31",39812.39684,"31/12/2008 13:01",39813.54267,99000,27.5,1.145833333,112.83336,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,-0.587136926436807,-1.22941593571564,"bold","shy",123.95829,-11.12493,-0.148125301367681,5.24404424085076
"14","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",70,24,"feb","incu","24/02/2009 15:01",39868.62601,"02/03/2009 12:01",39874.50101,507600,141,5.875,129.83328,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,1.65074622773071,-1.22941593571564,"bold","shy",123.95829,5.87499,0.0782238328045308,11.8743420870379
"15","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",30,15,"jan","incu","15/01/2009 05:31",39828.23017,"26/01/2009 10:51",39839.4524,969600,269.3333333,11.22222222,208.83312,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,0.0522582604681974,-1.22941593571564,"bold","shy",123.95829,84.87483,1.13008439354501,16.4113781657727
"16","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",60,14,"feb","incu","14/02/2009 04:11",39858.17462,"19/02/2009 05:11",39863.21629,435600,121,5.041666667,136.83336,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,1.25112423591508,-1.22941593571564,"bold","shy",123.95829,12.87507,0.171427921243548,11
"17","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",9,25,"dec","incu","25/12/2008 00:51",39807.03573,"25/12/2008 16:41",39807.69545,57000,15.83333333,0.659722222,151.83336,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,-0.78694792234462,-1.22941593571564,"bold","shy",123.95829,27.87507,0.371148685375565,3.97911212835225
"18","2009_BS11675","BS25403","BS11675","Female","Partner",20,22,3.157011,0.3946664,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",15,31,"dec","incu","31/12/2008 19:41",39813.82045,"03/01/2009 00:51",39816.03573,191400,53.16666667,2.215277778,6.66672,400,484,-0.437630666270362,-0.180029729812776,-0.533962894119657,-0.314901517136565,1.30271018001448,-0.547174727255244,-1.22941593571564,"bold","shy",123.95829,-117.29157,-1.56170413244294,7.29154761830436
"19","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",63,17,"feb","incu","17/02/2009 12:07",39861.50531,"26/02/2009 13:57",39870.5817,784200,217.8333333,9.076388889,165.66648,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,1.37101083345977,-0.777260333413016,"bold","shy",166.83332,-1.16684000000001,-0.0155361450946537,14.7591779344244
"20","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",25,10,"jan","incu","10/01/2009 00:17",39823.01226,"16/01/2009 16:07",39829.67198,575400,159.8333333,6.659722222,224.00016,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,-0.147552735439616,-0.777260333413016,"bold","shy",166.83332,57.16684,0.761160331187519,12.642520844357
"21","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",8,24,"dec","incu","24/12/2008 09:07",39806.38031,"31/12/2008 16:17",39813.67892,630600,175.1666667,7.298611111,90.16656,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,-0.826910121526183,-0.777260333413016,"bold","shy",166.83332,-76.66676,-1.02079625938173,13.2350544653205
"22","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",36,21,"jan","incu","21/01/2009 10:47",39834.44976,"31/01/2009 06:17",39844.26226,847800,235.5,9.8125,114.66672,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,0.292031455557574,-0.777260333413016,"bold","shy",166.83332,-52.1666,-0.694583547611288,15.3460092532228
"23","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",52,6,"feb","incu","06/02/2009 14:07",39850.58865,"10/02/2009 14:27",39854.60254,346800,96.33333333,4.013888889,151.83336,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,0.931426642462578,-0.777260333413016,"bold","shy",166.83332,-14.99996,-0.199720231543314,9.81495457605383
"24","2009_BS18847","BS20750","BS18847","Male","Partner",12,17,2.684725,0.8921932,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",83,9,"mar","incu","09/03/2009 04:37",39881.19281,"21/03/2009 09:37",39893.40115,1054800,293,12.20833333,254.66664,144,289,-1.5123317121291,-0.854492694529226,-1.23095981970661,-0.847706687129019,0.871395240591019,2.17025481709102,-0.777260333413016,"bold","shy",166.83332,87.83332,1.16947585244347,17.1172427686237
"25","2009_BS19913","BS27591","BS19913","Male","Partner",22,14,1.892628,1.477475,"BS19913_BS27591",2009,"2009_BS19913_BS27591","0",67,21,"feb","incu","21/02/2009 11:52",39865.49444,"28/02/2009 14:42",39872.6125,615000,170.8333333,7.118055556,238.66656,484,196,-0.168955404805677,-1.2591704733591,-0.305260777911438,-1.10181376820234,0.148013074758223,1.53085963018602,-0.245352414491336,"bold","shy",191.9166,46.74996,0.62246251562275,13.0703226165233
"26","2009_BS19913","BS27591","BS19913","Male","Partner",22,14,1.892628,1.477475,"BS19913_BS27591",2009,"2009_BS19913_BS27591","0",44,29,"jan","incu","29/01/2009 04:32",39842.18889,"11/02/2009 13:12",39855.55,1154400,320.6666667,13.36111111,145.16664,484,196,-0.168955404805677,-1.2591704733591,-0.305260777911438,-1.10181376820234,0.148013074758223,0.611729049010076,-0.245352414491336,"bold","shy",191.9166,-46.74996,-0.622462515622751,17.9071680256818
"27","2009_BS20501","BS21632","BS20501","Male","Logger",17,18,1.363779,1.399439,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",16,1,"jan","incu","01/01/2009 15:46",39814.65733,"15/01/2009 06:16",39828.26149,1175399,326.4997222,13.60415509,143.1666667,289,324,-0.840643558467389,-0.719600101585936,-0.836176404823376,-0.752074989950886,-0.334957994465001,-0.507212528073681,-0.31627204049196,"shy","shy",77.8888889,65.2777778,0.869155177537071,18.0693033125243
"28","2009_BS20501","BS21632","BS20501","Male","Logger",17,18,1.363779,1.399439,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",2,18,"dec","incu","18/12/2008 08:46",39800.36566,"24/12/2008 02:26",39806.10177,495600,137.6666667,5.736111111,28.83333333,289,324,-0.840643558467389,-0.719600101585936,-0.836176404823376,-0.752074989950886,-0.334957994465001,-1.06668331661556,-0.31627204049196,"shy","shy",77.8888889,-49.05555557,-0.653160869557403,11.7331439392858
"29","2009_BS20501","BS21632","BS20501","Male","Logger",17,18,1.363779,1.399439,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",10,26,"dec","incu","26/12/2008 16:06",39808.67122,"26/12/2008 16:36",39808.69205,1800,0.5,0.020833333,61.66666667,289,324,-0.840643558467389,-0.719600101585936,-0.836176404823376,-0.752074989950886,-0.334957994465001,-0.746985723163058,-0.31627204049196,"shy","shy",77.8888889,-16.22222223,-0.215994307979667,0.707106781186548
"30","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",72,26,"feb","incu","26/02/2009 13:57",39870.5817,"09/03/2009 04:37",39881.19281,916800,254.6666667,10.61111111,217.8333333,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,1.73067062609383,0.851804263058177,"shy","bold",151.80555555,66.02777775,0.879141215077935,15.9582789391588
"31","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",4,20,"dec","incu","20/12/2008 14:57",39802.62337,"24/12/2008 09:07",39806.38031,324600,90.16666667,3.756944444,26.16666667,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,-0.986758918252434,0.851804263058177,"shy","bold",151.80555555,-125.63888888,-1.67284632612075,9.49561302233826
"32","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",15,31,"dec","incu","31/12/2008 16:17",39813.67892,"10/01/2009 00:17",39823.01226,806401,224.0002778,9.333344907,175.1666667,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,-0.547174727255244,0.851804263058177,"shy","bold",151.80555555,23.36111115,0.311046597990066,14.9666388277395
"33","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",56,10,"feb","incu","10/02/2009 14:27",39854.60254,"17/02/2009 12:07",39861.50531,596399,165.6663889,6.902766204,96.33333333,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,1.09127543918883,0.851804263058177,"shy","bold",151.80555555,-55.47222222,-0.738596973991966,12.8711455939244
"34","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",46,31,"jan","incu","31/01/2009 06:17",39844.26226,"06/02/2009 14:07",39850.58865,546600,151.8333333,6.326388889,235.5,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,0.691653447373201,0.851804263058177,"shy","bold",151.80555555,83.69444445,1.11436789327725,12.3220669248304
"35","2009_BS20750","BS18847","BS20750","Female","Logger",17,12,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",31,16,"jan","incu","16/01/2009 16:07",39829.67198,"21/01/2009 10:47",39834.44976,412800,114.6666667,4.777777778,159.8333333,289,144,-0.840643558467389,-1.52895565924568,-0.836176404823376,-1.243895146867,-0.765633476609222,0.0922204596497601,0.851804263058177,"shy","bold",151.80555555,8.02777774999998,0.106887593767467,10.7082522710291
"36","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",82,8,"mar","incu","08/03/2009 09:49",39880.40969,"11/03/2009 13:09",39883.54858,271200,75.33333333,3.138888889,150.8333333,900,289,0.905745641053062,-0.854492694529226,0.827359226167363,-0.847706687129019,2.86056035077247,2.13029261790946,-0.184126118888511,"bold","shy",82.083333315,68.749999985,0.91538683540536,8.679477710669
"37","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",86,12,"mar","incu","12/03/2009 02:29",39884.10413,"16/03/2009 09:09",39888.38191,369600,102.6666667,4.277777778,13.33333333,900,289,0.905745641053062,-0.854492694529226,0.827359226167363,-0.847706687129019,2.86056035077247,2.29014141463571,-0.184126118888511,"bold","shy",82.083333315,-68.749999985,-0.91538683540536,10.1324561040253
"38","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",32,17,"jan","incu","17/01/2009 20:14",39830.84372,"04/02/2009 08:14",39848.34372,1512000,420,17.5,343.16688,484,441,-0.168955404805677,-0.314922322756066,-0.305260777911438,-0.432391887955414,-0.438546968654081,0.132182658831323,-0.613351805515079,"shy","shy",332.94456,10.22232,0.136107304106801,20.4939015319192
"39","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",66,20,"feb","incu","20/02/2009 08:44",39864.36455,"11/03/2009 13:54",39883.57983,1660200,461.1666667,19.21527778,384.49992,484,441,-0.168955404805677,-0.314922322756066,-0.305260777911438,-0.432391887955414,-0.438546968654081,1.49089743100446,-0.613351805515079,"shy","shy",332.94456,51.55536,0.686445059620084,21.4747914238998
"40","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",13,29,"dec","incu","29/12/2008 12:44",39811.53122,"03/01/2009 13:04",39816.5451,433200,120.3333333,5.013888889,271.16688,484,441,-0.168955404805677,-0.314922322756066,-0.305260777911438,-0.432391887955414,-0.438546968654081,-0.627099125618369,-0.613351805515079,"shy","shy",332.94456,-61.77768,-0.822552363726884,10.9696551130835
"41","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",9,25,"dec","incu","25/12/2008 07:30",39807.31313,"29/12/2008 09:30",39811.39646,352800,98,4.083333333,38.66688,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.78694792234462,-1.27556903893343,"bold","shy",20.11112,18.55576,0.247064704416688,9.89949493661167
"42","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",17,2,"jan","incu","02/01/2009 09:20",39815.38951,"04/01/2009 08:30",39817.35479,169800,47.16666667,1.965277778,5.49984,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.467250328892118,-1.27556903893343,"bold","shy",20.11112,-14.61128,-0.194545067103124,6.86779925958818
"43","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",6,22,"dec","incu","22/12/2008 01:00",39804.04229,"23/12/2008 16:50",39805.70201,143400,39.83333333,1.659722222,8.16672,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.906834519889309,-1.27556903893343,"bold","shy",20.11112,-11.9444,-0.159036313006565,6.31136540932309
"44","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",22,7,"jan","incu","07/01/2009 05:00",39820.20896,"18/01/2009 14:20",39831.59785,984000,273.3333333,11.38888889,28.99992,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.267439332984305,-1.27556903893343,"bold","shy",20.11112,8.8888,0.118351861881112,16.5327956891749
"45","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",20,5,"jan","incu","05/01/2009 07:40",39818.32007,"06/01/2009 00:00",39819.00063,58800,16.33333333,0.680555556,23.16672,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.34736373134743,-1.27556903893343,"bold","shy",20.11112,3.0556,0.0406844511254529,4.04145188391499
"46","2009_BS21617","BS4655","BS21617","Female","Partner",36,36,3.404814,0.3438821,"BS21617_BS4655",2009,"2009_BS21617_BS4655","0",14,30,"dec","incu","30/12/2008 01:40",39812.07007,"02/01/2009 03:50",39815.16035,267000,74.16666667,3.090277778,16.16664,1296,1296,1.71177142544712,1.70846657139328,1.90552634543468,1.90375385739611,1.52901613855222,-0.587136926436807,-1.27556903893343,"bold","shy",20.11112,-3.94448,-0.052519637313564,8.61200712203607
"47","2009_BS21632","BS20501","BS21632","Female","Partner",18,17,1.399439,1.363779,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",8,24,"dec","incu","24/12/2008 02:26",39806.10177,"26/12/2008 16:06",39808.67122,222000,61.66666667,2.569444444,137.66664,324,289,-0.706305927735047,-0.854492694529226,-0.740883856403285,-0.847706687129019,-0.302391518347054,-0.826910121526183,-0.348680081180646,"shy","shy",154.8888,-17.22216,-0.229308197013591,7.8528126598054
"48","2009_BS21632","BS20501","BS21632","Female","Partner",18,17,1.399439,1.363779,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",30,15,"jan","incu","15/01/2009 06:16",39828.26149,"22/01/2009 01:56",39835.08094,589200,163.6666667,6.819444444,326.49984,324,289,-0.706305927735047,-0.854492694529226,-0.740883856403285,-0.847706687129019,-0.302391518347054,0.0522582604681974,-0.348680081180646,"shy","shy",154.8888,171.61104,2.28495253615268,12.7932273762331
"49","2009_BS21632","BS20501","BS21632","Female","Partner",18,17,1.399439,1.363779,"BS21632_BS20501",2009,"2009_BS21632_BS20501","0",10,26,"dec","incu","26/12/2008 16:36",39808.69205,"01/01/2009 15:46",39814.65733,515400,143.1666667,5.965277778,0.49992,324,289,-0.706305927735047,-0.854492694529226,-0.740883856403285,-0.847706687129019,-0.302391518347054,-0.746985723163058,-0.348680081180646,"shy","shy",154.8888,-154.38888,-2.05564433913909,11.9652273985913
"50","2009_BS23668","BS6975","BS23668","Male","Logger",33,22,3.684725,1.003159,"BS6975_BS23668",2009,"2009_BS6975_BS23668","0",24,9,"jan","incu","09/01/2009 13:31",39822.56333,"15/01/2009 14:21",39828.59806,521401,144.8336111,6.034733796,22.66666667,1089,484,1.30875853325009,-0.180029729812776,1.34193898763586,-0.314901517136565,1.78464471108869,-0.187514934621179,-0.676413890298811,"bold","shy",89.8333319925,-67.1666653225,-0.894305181493946,12.0346836726189
"51","2009_BS23668","BS6975","BS23668","Male","Logger",33,22,3.684725,1.003159,"BS6975_BS23668",2009,"2009_BS6975_BS23668","0",20,5,"jan","incu","05/01/2009 14:31",39818.605,"08/01/2009 14:51",39821.61889,260400,72.33333333,3.013888889,156.3333333,1089,484,1.30875853325009,-0.180029729812776,1.34193898763586,-0.314901517136565,1.78464471108869,-0.34736373134743,-0.676413890298811,"bold","shy",89.8333319925,66.5000013075,0.885428738394271,8.50490054791942
"52","2009_BS23668","BS6975","BS23668","Male","Logger",33,22,3.684725,1.003159,"BS6975_BS23668",2009,"2009_BS6975_BS23668","0",6,22,"dec","incu","22/12/2008 16:21",39804.68139,"23/12/2008 02:01",39805.08417,34800,9.666666667,0.402777778,156.833328,1089,484,1.30875853325009,-0.180029729812776,1.34193898763586,-0.314901517136565,1.78464471108869,-0.906834519889309,-0.676413890298811,"bold","shy",89.8333319925,66.9999960075,0.892086026630669,3.10912635108321
"53","2009_BS23668","BS6975","BS23668","Male","Logger",33,22,3.684725,1.003159,"BS6975_BS23668",2009,"2009_BS6975_BS23668","0",8,24,"dec","incu","24/12/2008 01:31",39806.06333,"30/12/2008 02:11",39812.09111,520800,144.6666667,6.027777778,23.5,1089,484,1.30875853325009,-0.180029729812776,1.34193898763586,-0.314901517136565,1.78464471108869,-0.826910121526183,-0.676413890298811,"bold","shy",89.8333319925,-66.3333319925,-0.883209583530994,12.0277457031648
"54","2009_BS25403","BS11675","BS25403","Male","Logger",22,20,0.3946664,3.157011,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",9,25,"dec","incu","25/12/2008 16:41",39807.69545,"30/12/2008 09:31",39812.39684,406200,112.8333333,4.701388889,15.83333333,484,400,-0.168955404805677,-0.449814915699356,-0.305260777911438,-0.544417590364084,-1.21999956326762,-0.78694792234462,1.28102086161949,"shy","bold",89.5740734777778,-73.7407401477778,-0.981837131331649,10.6223035778498
"55","2009_BS25403","BS11675","BS25403","Male","Logger",22,20,0.3946664,3.157011,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",15,31,"dec","incu","31/12/2008 13:01",39813.54267,"31/12/2008 19:41",39813.82045,24000,6.666666667,0.277777778,27.5,484,400,-0.168955404805677,-0.449814915699356,-0.305260777911438,-0.544417590364084,-1.21999956326762,-0.547174727255244,1.28102086161949,"shy","bold",89.5740734777778,-62.0740734777778,-0.826498759184586,2.58198889753616
"56","2009_BS25403","BS11675","BS25403","Male","Logger",22,20,0.3946664,3.157011,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",18,3,"jan","incu","03/01/2009 00:51",39816.03573,"03/01/2009 10:21",39816.43156,34200,9.5,0.395833333,53.16666667,484,400,-0.168955404805677,-0.449814915699356,-0.305260777911438,-0.544417590364084,-1.21999956326762,-0.427288129710556,1.28102086161949,"shy","bold",89.5740734777778,-36.4074068077778,-0.484754340514307,3.08220700148449
"57","2009_BS25403","BS11675","BS25403","Male","Logger",22,20,0.3946664,3.157011,"BS11675_BS25403",2009,"2009_BS11675_BS25403","0",76,2,"mar","incu","02/03/2009 12:01",39874.50101,"10/03/2009 03:31",39882.14684,660600,183.5,7.645833333,141,484,400,-0.168955404805677,-0.449814915699356,-0.305260777911438,-0.544417590364084,-1.21999956326762,1.89051942282008,1.28102086161949,"shy","bold",89.5740734777778,51.4259265222222,0.684721689414348,13.5462171841441
